id;code;code_secteur;secteur;code_sous_secteur;sous_secteur;nom;version;date_debut;date_fin;metropole;outre_mer;no_version
BAR-TH-155v40-4;BAR-TH-155;BAR;Bâtiment Résidentiel;TH;Thermique;Ventilation hybride hygroréglable (France métropolitaine);A40-4;01/04/2022;;1;0;4
BAR-TH-158v15-1;BAR-TH-158;BAR;Bâtiment Résidentiel;TH;Thermique;Émetteur électrique à régulation électronique à fonctions avancées;A15-1;01/01/2015;30/09/2020;1;1;1
BAR-TH-158v35-2;BAR-TH-158;BAR;Bâtiment Résidentiel;TH;Thermique;Émetteur électrique à régulation électronique à fonctions avancées;A35-2;01/10/2020;;1;1;2
BAR-TH-159v26-1;BAR-TH-159;BAR;Bâtiment Résidentiel;TH;Thermique;Pompe à chaleur hybride individuelle;A26-1;09/08/2017;31/03/2022;1;1;1
BAR-TH-159v41-2;BAR-TH-159;BAR;Bâtiment Résidentiel;TH;Thermique;Pompe à chaleur hybride individuelle;A41-2;01/04/2022;31/10/2022;1;1;2
BAR-TH-159v44-3;BAR-TH-159;BAR;Bâtiment Résidentiel;TH;Thermique;Pompe à chaleur hybride individuelle;A44-3;01/11/2022;31/03/2023;1;1;3
BAR-TH-159v50-4;BAR-TH-159;BAR;Bâtiment Résidentiel;TH;Thermique;Pompe à chaleur hybride individuelle;A50-4;01/04/2023;;1;1;4
BAR-TH-160v27-1;BAR-TH-160;BAR;Bâtiment Résidentiel;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A27-1;01/04/2018;30/04/2022;1;0;1
BAR-TH-160v39-2;BAR-TH-160;BAR;Bâtiment Résidentiel;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A39-2;01/05/2022;31/03/2023;1;0;2
BAR-TH-160v50-3;BAR-TH-160;BAR;Bâtiment Résidentiel;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A50-3;01/04/2023;30/09/2023;1;0;3
BAR-TH-160v54-4;BAR-TH-160;BAR;Bâtiment Résidentiel;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A54-4;01/10/2023;31/03/2028;1;0;4
BAR-TH-161v28-1;BAR-TH-161;BAR;Bâtiment Résidentiel;TH;Thermique;Isolation de points singuliers d'un réseau;A28-1;19/12/2018;30/09/2023;1;1;1
BAR-TH-161v54-2;BAR-TH-161;BAR;Bâtiment Résidentiel;TH;Thermique;Isolation de points singuliers d'un réseau;A54-2;01/10/2023;;1;1;2
BAR-TH-162v28-1;BAR-TH-162;BAR;Bâtiment Résidentiel;TH;Thermique;Système énergétique comportant des capteurs solaires photovoltaïques et thermiques à circulation d'eau (France métropolitaine);A28-1;19/12/2018;;1;0;1
BAR-TH-163v30-1;BAR-TH-163;BAR;Bâtiment Résidentiel;TH;Thermique;Conduit d'évacuation des produits de combustion;A30-1;10/06/2019;31/10/2021;1;1;1
BAR-TH-163v38-2;BAR-TH-163;BAR;Bâtiment Résidentiel;TH;Thermique;Conduit d'évacuation des produits de combustion;A38-2;01/11/2021;;1;1;2
BAR-TH-164v31-1;BAR-TH-164;BAR;Bâtiment Résidentiel;TH;Thermique;Rénovation globale d'une maison individuelle (France métropolitaine);A31-1;01/09/2019;11/10/2020;1;0;1
BAR-TH-164v36-2;BAR-TH-164;BAR;Bâtiment Résidentiel;TH;Thermique;Rénovation globale d'une maison individuelle (France métropolitaine);A36-2;12/10/2020;31/07/2023;1;0;2
BAR-TH-164v52-3;BAR-TH-164;BAR;Bâtiment Résidentiel;TH;Thermique;Rénovation globale d'une maison individuelle (France métropolitaine);A52-3;01/07/2023;;1;0;3
BAR-TH-165v34-1;BAR-TH-165;BAR;Bâtiment Résidentiel;TH;Thermique;Chaudière biomasse collective;A34-1;20/05/2020;;1;1;1
BAR-TH-166v38-1;BAR-TH-166;BAR;Bâtiment Résidentiel;TH;Thermique;Pompe à chaleur collective de type air/eau ou eau/eau;A38-1;31/07/2021;;1;1;1
BAR-TH-167v38-1;BAR-TH-167;BAR;Bâtiment Résidentiel;TH;Thermique;"Chauffe-bain individuel à haut rendement ou à condensation
(France métropolitaine)";A38-1;31/07/2021;;1;0;1
BAR-TH-168v40-1;BAR-TH-168;BAR;Bâtiment Résidentiel;TH;Thermique;Dispositif solaire thermique (France métropolitaine);A40-1;29/12/2021;;1;0;1
BAR-TH-169v46-1;BAR-TH-169;BAR;Bâtiment Résidentiel;TH;Thermique;Pompe à chaleur collective de type air/eau ou eau/eau pour l'eau chaude sanitaire;A46-1;05/08/2022;;1;1;1
BAR-TH-170v54-1;BAR-TH-170;BAR;Bâtiment Résidentiel;TH;Thermique;Récupération de chaleur fatale issue de serveurs informatiques pour l'eau chaude sanitaire collective;A54-1;30/09/2023;30/06/2028;1;1;1
BAT-EN-101v14-1;BAT-EN-101;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation de combles ou de toitures;A14-1;01/01/2015;31/03/2018;1;1;1
BAT-EN-101v27-2;BAT-EN-101;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation de combles ou de toitures;A27-2;01/04/2018;31/08/2020;1;1;2
BAT-EN-101v33-3;BAT-EN-101;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation de combles ou de toitures;A33-3;01/09/2020;;1;1;3
BAT-EN-102v14-1;BAT-EN-102;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation des murs;A14-1;01/01/2015;31/03/2018;1;1;1
BAT-EN-102v27-2;BAT-EN-102;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation des murs;A27-2;01/04/2018;;1;1;2
BAT-EN-103v14-1;BAT-EN-103;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation d'un plancher;A14-1;01/01/2015;31/03/2018;1;1;1
BAT-EN-103v27-2;BAT-EN-103;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation d'un plancher;A27-2;01/04/2018;31/08/2020;1;1;2
BAT-EN-103v33-3;BAT-EN-103;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation d'un plancher;A33-3;01/09/2020;;1;1;3
BAT-EN-104v14-1;BAT-EN-104;BAT;Bâtiment Tertiaire;EN;Enveloppe;Fenêtre ou porte-fenêtre complète avec vitrage isolant;A14-1;01/01/2015;31/03/2018;1;1;1
BAT-EN-104v27-2;BAT-EN-104;BAT;Bâtiment Tertiaire;EN;Enveloppe;Fenêtre ou porte-fenêtre complète avec vitrage isolant;A27-2;01/04/2018;31/12/2023;1;1;2
BAT-EN-104v54-3;BAT-EN-104;BAT;Bâtiment Tertiaire;EN;Enveloppe;Fenêtre ou porte-fenêtre complète avec vitrage isolant;A54-3;01/01/2024;30/06/2028;1;1;3
BAT-EN-106v19-1;BAT-EN-106;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation de combles ou de toitures (France d'outre-mer);A19-1;04/01/2016;31/08/2020;0;0;1
BAT-EN-106v33-2;BAT-EN-106;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation de combles ou de toitures (France d'outre-mer);A33-2;01/09/2020;;0;0;2
BAT-EN-107v14-1;BAT-EN-107;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation des toitures terrasses;A14-1;01/01/2015;31/03/2018;1;1;1
BAT-EN-107v27-2;BAT-EN-107;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation des toitures terrasses;A27-2;01/04/2018;;1;1;2
BAT-EN-108v19-1;BAT-EN-108;BAT;Bâtiment Tertiaire;EN;Enveloppe;Isolation des murs (France d'outre-mer);A19-1;04/01/2016;;0;0;1
BAT-EN-109v24-1;BAT-EN-109;BAT;Bâtiment Tertiaire;EN;Enveloppe;Réduction des apports solaires par la toiture (France d'outre mer);A24-1;23/12/2016;;0;0;1
BAT-EN-110v25-1;BAT-EN-110;BAT;Bâtiment Tertiaire;EN;Enveloppe;Protections des baies contre le rayonnement solaire (France d'outre-mer);A25-1;01/01/2015;;0;0;1
BAT-EN-111v38-1;BAT-EN-111;BAT;Bâtiment Tertiaire;EN;Enveloppe;Fenêtre ou porte-fenêtre complète avec vitrage  pariétodynamique  (France métropolitaine);A38-1;31/07/2021;;1;1;1
BAT-EN-112v38-1;BAT-EN-112;BAT;Bâtiment Tertiaire;EN;Enveloppe;Revêtements réflectifs en toiture;A38-1;31/07/2021;;1;1;1
BAT-EN-113v54-1;BAT-EN-113;BAT;Bâtiment Tertiaire;EN;Enveloppe;Façade rideau ou semi-rideau avec vitrage isolant;A54-1;30/09/2023;;1;1;1
BAT-EQ-111v16-1;BAT-EQ-111;BAT;Bâtiment Tertiaire;EQ;Equipement;Luminaires à modules LED pour surfaces commerciales;A16-1;01/01/2015;31/03/2019;1;1;1
BAT-EQ-114v24-1;BAT-EQ-114;BAT;Bâtiment Tertiaire;EQ;Equipement;Éclairage LED pour meubles frigorifiques verticaux;A24-1;23/12/2016;31/03/2019;1;1;1
BAT-EQ-116v14-1;BAT-EQ-116;BAT;Bâtiment Tertiaire;EQ;Equipement;Lampe à LED de classe A+ (France d'outre- mer);A14-1;01/01/2015;31/03/2018;0;1;1
BAT-EQ-117v24-1;BAT-EQ-117;BAT;Bâtiment Tertiaire;EQ;Equipement;Installation frigorifique utilisant du CO2 subcritique ou transcritique;A24-1;23/12/2016;31/03/2022;1;1;1
BAT-EQ-117v40-2;BAT-EQ-117;BAT;Bâtiment Tertiaire;EQ;Equipement;Installation frigorifique utilisant du CO2 subcritique ou transcritique;A40-2;01/04/2022;;1;1;2
BAT-EQ-123v22-1;BAT-EQ-123;BAT;Bâtiment Tertiaire;EQ;Equipement;Moto-variateur synchrone à aimants permanents ou à reluctance;A22-1;01/06/2016;31/03/2017;1;1;1
BAT-EQ-123v25-2;BAT-EQ-123;BAT;Bâtiment Tertiaire;EQ;Equipement;Moto-variateur synchrone à aimants permanents ou à reluctance;A25-2;01/04/2017;;1;1;2
BAT-EQ-124v15-1;BAT-EQ-124;BAT;Bâtiment Tertiaire;EQ;Equipement;Fermeture des meubles frigorifiques de vente à température positive;A15-1;01/01/2015;;1;1;1
BAT-EQ-125v22-1;BAT-EQ-125;BAT;Bâtiment Tertiaire;EQ;Equipement;Fermeture des meubles frigorifiques de vente à température négative;A22-1;01/06/2016;;1;1;1
BAT-EQ-126v16-1;BAT-EQ-126;BAT;Bâtiment Tertiaire;EQ;Equipement;Lampe ou luminaire à modules LED pour l'éclairage d'accentuation;A16-1;01/01/2015;31/03/2018;1;1;1
BAT-EQ-127v14-1;BAT-EQ-127;BAT;Bâtiment Tertiaire;EQ;Equipement;Luminaire d'éclairage général à modules LED;A14-1;01/01/2015;31/03/2019;1;1;1
BAT-EQ-127v28-2;BAT-EQ-127;BAT;Bâtiment Tertiaire;EQ;Equipement;Luminaire d'éclairage général à modules LED;A28-2;01/04/2019;30/09/2020;1;1;2
BAT-EQ-127v35-3;BAT-EQ-127;BAT;Bâtiment Tertiaire;EQ;Equipement;Luminaire d'éclairage général à modules LED;A35-3;01/10/2020;31/03/2022;1;1;3
BAT-EQ-127v40-4;BAT-EQ-127;BAT;Bâtiment Tertiaire;EQ;Equipement;Luminaire d'éclairage général à modules LED;A40-4;01/04/2022;;1;1;4
BAT-EQ-129v26-1;BAT-EQ-129;BAT;Bâtiment Tertiaire;EQ;Equipement;Lanterneaux d'éclairage zénithal (France Métropolitaine);A26-1;01/01/2015;;1;1;1
BAT-EQ-130v22-1;BAT-EQ-130;BAT;Bâtiment Tertiaire;EQ;Equipement;Système de condensation frigorifique à haute efficacité;A22-1;01/06/2016;;1;1;1
BAT-EQ-131v15-1;BAT-EQ-131;BAT;Bâtiment Tertiaire;EQ;Equipement;Conduits de lumière naturelle;A15-1;01/01/2015;;1;1;1
BAT-EQ-132v16-1;BAT-EQ-132;BAT;Bâtiment Tertiaire;EQ;Equipement;Tubes à LED à éclairage hémisphérique;A16-1;01/01/2015;31/12/2015;1;1;1
BAT-EQ-132v19-2;BAT-EQ-132;BAT;Bâtiment Tertiaire;EQ;Equipement;Tubes à LED à éclairage hémisphérique;A19-2;01/01/2016;31/03/2019;1;1;2
BAT-EQ-133v17-1;BAT-EQ-133;BAT;Bâtiment Tertiaire;EQ;Equipement;Systèmes  hydro-économes  (France métropolitaine);A17-1;01/01/2015;;1;1;1
BAT-EQ-134v40-1;BAT-EQ-134;BAT;Bâtiment Tertiaire;EQ;Equipement;Meuble frigorifique de vente performant avec groupe de production de froid intégré;A40-1;29/12/2021;;1;1;1
BAT-SE-103v19-1;BAT-SE-103;BAT;Bâtiment Tertiaire;SE;Service;Réglage des organes d'équilibrage d'une installation de chauffage à eau chaude;A19-1;04/01/2016;;1;1;1
BAT-SE-104v31-1;BAT-SE-104;BAT;Bâtiment Tertiaire;SE;Service;Contrat de performance énergétique Services (CPE Services) Chauffage;A31-1;01/09/2019;;1;1;1
BAT-TH-102v14-1;BAT-TH-102;BAT;Bâtiment Tertiaire;TH;Thermique;Chaudière collective haute performance énergétique;A14-1;01/01/2015;31/12/2018;1;1;1
BAT-TH-102v28-2;BAT-TH-102;BAT;Bâtiment Tertiaire;TH;Thermique;Chaudière collective haute performance énergétique;A28-2;01/01/2019;;1;1;2
BAT-TH-103v17-1;BAT-TH-103;BAT;Bâtiment Tertiaire;TH;Thermique;Plancher chauffant hydraulique à basse température;A17-1;01/01/2015;30/09/2019;1;1;1
BAT-TH-103v31-2;BAT-TH-103;BAT;Bâtiment Tertiaire;TH;Thermique;Plancher chauffant hydraulique à basse température;A31-2;01/10/2019;;1;1;2
BAT-TH-104v14-1;BAT-TH-104;BAT;Bâtiment Tertiaire;TH;Thermique;Robinet thermostatique;A14-1;01/01/2015;;1;1;1
BAT-TH-105v16-1;BAT-TH-105;BAT;Bâtiment Tertiaire;TH;Thermique;Radiateur basse température pour un chauffage central;A16-1;01/01/2015;;1;1;1
BAT-TH-106v16-1;BAT-TH-106;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique de chauffage;A16-1;01/01/2015;31/03/2018;1;1;1
BAT-TH-106v20-2;BAT-TH-106;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique de chauffage;A20-2;13/03/2016;;1;1;2
BAT-TH-108v22-1;BAT-TH-108;BAT;Bâtiment Tertiaire;TH;Thermique;Système de régulation par programmation d'intermittence;A22-1;01/06/2016;;1;1;1
BAT-TH-109v22-1;BAT-TH-109;BAT;Bâtiment Tertiaire;TH;Thermique;Optimiseur de relance en chauffage collectif comprenant une fonction auto-adaptative;A22-1;01/06/2016;30/09/2019;1;1;1
BAT-TH-109v31-2;BAT-TH-109;BAT;Bâtiment Tertiaire;TH;Thermique;Optimiseur de relance en chauffage collectif comprenant une fonction auto-adaptative;A31-2;01/10/2019;31/12/2023;1;1;2
BAT-TH-109v54-3;BAT-TH-109;BAT;Bâtiment Tertiaire;TH;Thermique;Optimiseur de relance en chauffage collectif comprenant une fonction auto-adaptative;A54-3;01/01/2024;30/06/2028;1;1;3
BAT-TH-110v15-1;BAT-TH-110;BAT;Bâtiment Tertiaire;TH;Thermique;Récupérateur de chaleur à condensation;A15-1;01/01/2015;;1;1;1
BAT-TH-111v17-1;BAT-TH-111;BAT;Bâtiment Tertiaire;TH;Thermique;Chauffe-eau solaire collectif (France métropolitaine);A17-1;01/01/2015;;1;1;1
BAT-TH-112v14-1;BAT-TH-112;BAT;Bâtiment Tertiaire;TH;Thermique;Système de variation électronique de vitesse sur un moteur asynchrone;A14-1;01/01/2015;31/05/2016;1;1;1
BAT-TH-112v22-2;BAT-TH-112;BAT;Bâtiment Tertiaire;TH;Thermique;Système de variation électronique de vitesse sur un moteur asynchrone;A22-2;01/06/2016;;1;1;2
BAT-TH-113v14-1;BAT-TH-113;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur de type air/eau ou eau/eau;A14-1;01/01/2015;31/12/2014;1;1;1
BAT-TH-113v15-2;BAT-TH-113;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur de type air/eau ou eau/eau;A15-2;01/01/2015;31/12/2018;1;1;2
BAT-TH-113v28-3;BAT-TH-113;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur de type air/eau ou eau/eau;A28-3;01/01/2019;31/12/2023;1;1;3
BAT-TH-113v54-4;BAT-TH-113;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur de type air/eau ou eau/eau;A54-4;01/01/2024;;1;1;4
BAT-TH-115v14-1;BAT-TH-115;BAT;Bâtiment Tertiaire;TH;Thermique;Climatiseur performant (France d'outre mer);A14-1;01/01/2015;31/12/2014;0;0;1
BAT-TH-115v15-2;BAT-TH-115;BAT;Bâtiment Tertiaire;TH;Thermique;Climatiseur performant (France d'outre mer);A15-2;01/01/2015;;0;0;2
BAT-TH-116v15-1;BAT-TH-116;BAT;Bâtiment Tertiaire;TH;Thermique;Système de gestion technique du bâtiment pour le chauffage, l'eau chaude sanitaire, le refroidissement/climatisation, l'éclairage et les auxiliaires;A15-1;01/01/2015;31/12/2018;1;1;1
BAT-TH-116v28-2;BAT-TH-116;BAT;Bâtiment Tertiaire;TH;Thermique;Système de gestion technique du bâtiment pour le chauffage, l'eau chaude sanitaire, le refroidissement/climatisation, l'éclairage et les auxiliaires;A28-2;01/01/2019;31/10/2021;1;1;2
BAT-TH-116v38-3;BAT-TH-116;BAT;Bâtiment Tertiaire;TH;Thermique;Système de gestion technique du bâtiment pour le chauffage, l'eau chaude sanitaire, le refroidissement/climatisation, l'éclairage et les auxiliaires;A38-3;01/11/2021;30/09/2022;1;1;3
BAT-TH-116v46-4;BAT-TH-116;BAT;Bâtiment Tertiaire;TH;Thermique;Système de gestion technique du bâtiment pour le chauffage, l'eau chaude sanitaire, le refroidissement/climatisation, l'éclairage et les auxiliaires;A46-4;01/10/2022;;1;1;4
BAT-TH-119v16-1;BAT-TH-119;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique d'eau chaude sanitaire;A16-1;01/01/2015;31/03/2018;1;1;1
BAT-TH-119v20-2;BAT-TH-119;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique d'eau chaude sanitaire;A20-2;13/03/2016;;1;1;2
BAT-TH-121v14-1;BAT-TH-121;BAT;Bâtiment Tertiaire;TH;Thermique;Chauffe-eau solaire (France d'outre mer);A14-1;01/01/2015;31/12/2014;0;0;1
BAT-TH-121v15-2;BAT-TH-121;BAT;Bâtiment Tertiaire;TH;Thermique;Chauffe-eau solaire (France d'outre mer);A15-2;01/01/2015;30/09/2020;0;0;2
BAT-TH-121v35-3;BAT-TH-121;BAT;Bâtiment Tertiaire;TH;Thermique;Chauffe-eau solaire (France d'outre mer);A35-3;01/10/2020;;0;0;3
BAT-TH-122v22-1;BAT-TH-122;BAT;Bâtiment Tertiaire;TH;Thermique;Programmateur d'intermittence pour la climatisation (France d'outre-mer);A22-1;01/06/2016;;0;0;1
BAT-TH-125v17-1;BAT-TH-125;BAT;Bâtiment Tertiaire;TH;Thermique;Ventilation mécanique simple flux à débit d'air constant ou modulé;A17-1;01/01/2015;;1;1;1
BAT-TH-126v17-1;BAT-TH-126;BAT;Bâtiment Tertiaire;TH;Thermique;Ventilation mécanique double flux avec échangeur à débit d'air constant ou modulé;A17-1;01/01/2015;;1;1;1
BAT-TH-127v17-1;BAT-TH-127;BAT;Bâtiment Tertiaire;TH;Thermique;Raccordement d'un bâtiment tertiaire à un réseau de chaleur;A17-1;01/01/2015;31/12/2018;1;1;1
BAT-TH-127v28-2;BAT-TH-127;BAT;Bâtiment Tertiaire;TH;Thermique;Raccordement d'un bâtiment tertiaire à un réseau de chaleur;A28-2;01/01/2019;30/09/2020;1;1;2
BAT-TH-127v35-3;BAT-TH-127;BAT;Bâtiment Tertiaire;TH;Thermique;Raccordement d'un bâtiment tertiaire à un réseau de chaleur;A35-3;01/10/2020;31/08/2022;1;1;3
BAT-TH-127v45-4;BAT-TH-127;BAT;Bâtiment Tertiaire;TH;Thermique;Raccordement d'un bâtiment tertiaire à un réseau de chaleur;A45-4;01/09/2022;;1;1;4
BAT-TH-134v22-1;BAT-TH-134;BAT;Bâtiment Tertiaire;TH;Thermique;Système de régulation sur un groupe de production de froid permettant d'avoir une haute pression flottante (France métropolitaine);A22-1;01/06/2016;;1;1;1
BAT-TH-135v26-1;BAT-TH-135;BAT;Bâtiment Tertiaire;TH;Thermique;Système de régulation sur un groupe de production de froid permettant d'avoir une haute pression flottante (France d'outre-mer);A26-1;01/01/2015;;0;0;1
BAT-TH-139v16-1;BAT-TH-139;BAT;Bâtiment Tertiaire;TH;Thermique;Système de récupération de chaleur sur un groupe de production de froid;A16-1;01/01/2015;31/12/2018;1;1;1
BAT-TH-139v28-2;BAT-TH-139;BAT;Bâtiment Tertiaire;TH;Thermique;Système de récupération de chaleur sur un groupe de production de froid;A28-2;01/01/2019;30/09/2020;1;1;2
BAT-TH-139v35-3;BAT-TH-139;BAT;Bâtiment Tertiaire;TH;Thermique;Système de récupération de chaleur sur un groupe de production de froid;A35-3;01/10/2020;;1;1;3
BAT-TH-140v14-1;BAT-TH-140;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur à absorption de type air/eau ou eau/eau;A14-1;01/01/2015;31/12/2018;1;1;1
BAT-TH-140v28-2;BAT-TH-140;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur à absorption de type air/eau ou eau/eau;A28-2;01/01/2019;;1;1;2
BAT-TH-141v15-1;BAT-TH-141;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur à moteur gaz de type air/eau;A15-1;01/01/2015;31/12/2018;1;1;1
BAT-TH-141v28-2;BAT-TH-141;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur à moteur gaz de type air/eau;A28-2;01/01/2019;;1;1;2
BAT-TH-142v19-1;BAT-TH-142;BAT;Bâtiment Tertiaire;TH;Thermique;Système de déstratification d'air;A19-1;04/01/2016;31/10/2021;1;1;1
BAT-TH-142v38-2;BAT-TH-142;BAT;Bâtiment Tertiaire;TH;Thermique;Système de déstratification d'air;A38-2;01/11/2021;31/12/2023;1;1;2
BAT-TH-142v54-3;BAT-TH-142;BAT;Bâtiment Tertiaire;TH;Thermique;Système de déstratification d'air;A54-3;01/01/2024;30/06/2028;1;1;3
BAT-TH-143v16-1;BAT-TH-143;BAT;Bâtiment Tertiaire;TH;Thermique;Ventilo-convecteurs haute performance;A16-1;01/01/2015;;1;1;1
BAT-TH-145v23-1;BAT-TH-145;BAT;Bâtiment Tertiaire;TH;Thermique;Système de régulation sur un groupe de production de froid permettant d'avoir une basse pression flottante (France métropolitaine);A23-1;01/01/2015;;1;1;1
BAT-TH-146v27-1;BAT-TH-146;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A27-1;01/04/2018;30/09/2019;1;1;1
BAT-TH-146v31-2;BAT-TH-146;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A31-2;01/10/2019;31/03/2023;1;1;2
BAT-TH-146v50-3;BAT-TH-146;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A50-3;01/04/2023;30/09/2023;1;1;3
BAT-TH-146v54-4;BAT-TH-146;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation d'un réseau hydraulique de chauffage ou d'eau chaude sanitaire;A54-4;01/10/2023;31/03/2028;1;1;4
BAT-TH-153v28-1;BAT-TH-153;BAT;Bâtiment Tertiaire;TH;Thermique;Système de confinement des allées froides et allées chaudes dans un Data Center;A28-1;19/12/2018;;1;1;1
BAT-TH-154v28-1;BAT-TH-154;BAT;Bâtiment Tertiaire;TH;Thermique;"Récupération instantanée de chaleur sur
eaux grises";A28-1;19/12/2018;;1;1;1
BAT-TH-155v28-1;BAT-TH-155;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation de points singuliers d'un réseau;A28-1;19/12/2018;30/09/2023;1;1;1
BAT-TH-155v54-2;BAT-TH-155;BAT;Bâtiment Tertiaire;TH;Thermique;Isolation de points singuliers d'un réseau;A54-2;01/10/2023;;1;1;2
BAT-TH-156v31-1;BAT-TH-156;BAT;Bâtiment Tertiaire;TH;Thermique;Freecooling par eau de refroidissement en substitution d'un groupe froid pour la climatisation;A31-1;01/09/2019;;1;1;1
BAT-TH-157v34-1;BAT-TH-157;BAT;Bâtiment Tertiaire;TH;Thermique;Chaudière biomasse collective;A34-1;20/05/2020;31/03/2023;1;1;1
BAT-TH-157v50-2;BAT-TH-157;BAT;Bâtiment Tertiaire;TH;Thermique;Chaudière biomasse collective;A50-2;01/04/2023;;1;1;2
BAT-TH-158v40-1;BAT-TH-158;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur réversible de type air/air;A40-1;29/12/2021;30/01/2022;1;1;1
BAT-TH-158v42-2;BAT-TH-158;BAT;Bâtiment Tertiaire;TH;Thermique;Pompe à chaleur réversible de type air/air;A42-2;31/01/2022;;1;1;2
BAT-TH-159v40-1;BAT-TH-159;BAT;Bâtiment Tertiaire;TH;Thermique;Raccordement d'un bâtiment tertiaire à un réseau de froid;A40-1;29/12/2021;;1;1;1
BAT-TH-160v54-1;BAT-TH-160;BAT;Bâtiment Tertiaire;TH;Thermique;Vannes de régulation étanches à servomoteurs économes (France métropolitaine);A54-1;30/09/2023;30/06/2028;1;0;1
IND-BA-110v14-1;IND-BA-110;IND;Industrie;BA;Bâtiment;Dé-stratificateur ou brasseur d'air;A14-1;01/01/2015;12/03/2016;1;1;1
IND-BA-110v20-2;IND-BA-110;IND;Industrie;BA;Bâtiment;Dé-stratificateur ou brasseur d'air;A20-2;13/03/2016;;1;1;2
IND-BA-112v14-1;IND-BA-112;IND;Industrie;BA;Bâtiment;Système de récupération de chaleur sur une tour aéroréfrigérante;A14-1;01/01/2015;30/09/2015;1;1;1
IND-BA-112v17-2;IND-BA-112;IND;Industrie;BA;Bâtiment;Système de récupération de chaleur sur une tour aéroréfrigérante;A17-2;01/10/2015;;1;1;2
IND-BA-113v26-1;IND-BA-113;IND;Industrie;BA;Bâtiment;Lanterneaux d'éclairage zénithal (France Métropolitaine);A26-1;01/01/2015;;1;0;1
IND-BA-114v15-1;IND-BA-114;IND;Industrie;BA;Bâtiment;Conduits de lumière naturelle;A15-1;01/01/2015;;1;1;1
IND-BA-115v16-1;IND-BA-115;IND;Industrie;BA;Bâtiment;Tubes à LED à éclairage hémisphérique;A16-1;01/01/2015;31/12/2015;1;1;1
IND-BA-115v19-2;IND-BA-115;IND;Industrie;BA;Bâtiment;Tubes à LED à éclairage hémisphérique;A19-2;01/01/2016;31/03/2019;1;1;2
IND-BA-116v27-1;IND-BA-116;IND;Industrie;BA;Bâtiment;Luminaires à modules LED;A27-1;11/01/2018;31/03/2022;1;1;1
IND-BA-116v40-2;IND-BA-116;IND;Industrie;BA;Bâtiment;Luminaires à modules LED;A40-2;01/04/2022;;1;1;2
IND-BA-117v27-1;IND-BA-117;IND;Industrie;BA;Bâtiment;Chauffage décentralisé performant;A27-1;11/01/2018;;1;1;1
IND-EN-101v23-1;IND-EN-101;IND;Industrie;EN;Enveloppe;Isolation des murs (France d'outre-mer);A23-1;01/01/2015;;0;1;1
IND-EN-102v19-1;IND-EN-102;IND;Industrie;EN;Enveloppe;Isolation de combles ou de toitures (France d'outre-mer);A19-1;04/01/2016;31/08/2020;0;1;1
IND-EN-102v33-2;IND-EN-102;IND;Industrie;EN;Enveloppe;Isolation de combles ou de toitures (France d'outre-mer);A33-2;01/09/2020;;0;1;2
