id;code;code_secteur;secteur;code_sous_secteur;sous_secteur;nom;version;date_debut;date_fin;metropole;outre_mer;no_version
IND-UT-102v14-1;IND-UT-102;IND;Industrie;UT;Utilités;Système de variation électronique de vitesse sur un moteur asynchrone;A14-1;01/01/2015;31/12/2015;1;1;1
IND-UT-102v19-2;IND-UT-102;IND;Industrie;UT;Utilités;Système de variation électronique de vitesse sur un moteur asynchrone;A19-2;01/01/2016;;1;1;2
IND-UT-103v14-1;IND-UT-103;IND;Industrie;UT;Utilités;Système de récupération de chaleur sur un compresseur d'air;A14-1;01/01/2015;30/09/2015;1;1;1
IND-UT-103v17-2;IND-UT-103;IND;Industrie;UT;Utilités;Système de récupération de chaleur sur un compresseur d'air;A17-2;01/10/2015;;1;1;2
IND-UT-104v14-1;IND-UT-104;IND;Industrie;UT;Utilités;Économiseur sur les effluents gazeux d'une chaudière de production de vapeur;A14-1;01/01/2015;;1;1;1
IND-UT-105v14-1;IND-UT-105;IND;Industrie;UT;Utilités;Brûleur micromodulant sur chaudière industrielle;A14-1;01/01/2015;;1;1;1
IND-UT-112v14-1;IND-UT-112;IND;Industrie;UT;Utilités;Moteur haut rendement de classe IE2;A14-1;01/01/2015;31/03/2022;1;1;1
IND-UT-113v14-1;IND-UT-113;IND;Industrie;UT;Utilités;Système de condensation frigorifique à haute efficacité;A14-1;01/01/2015;;1;1;1
IND-UT-114v14-1;IND-UT-114;IND;Industrie;UT;Utilités;Moto-variateur synchrone à aimants permanents ou à reluctance;A14-1;01/01/2015;22/12/2016;1;1;1
IND-UT-114v24-2;IND-UT-114;IND;Industrie;UT;Utilités;Moto-variateur synchrone à aimants permanents ou à reluctance;A24-2;23/12/2016;;1;1;2
IND-UT-115v15-1;IND-UT-115;IND;Industrie;UT;Utilités;Système de régulation sur un groupe de production de froid permettant d'avoir une basse pression flottante;A15-1;01/01/2015;;1;1;1
IND-UT-116v14-1;IND-UT-116;IND;Industrie;UT;Utilités;Système de régulation sur un groupe de production de froid permettant d'avoir une haute pression flottante;A14-1;01/01/2015;;1;1;1
IND-UT-117v14-1;IND-UT-117;IND;Industrie;UT;Utilités;Système de récupération de chaleur sur un groupe de production de froid;A14-1;01/01/2015;30/09/2015;1;1;1
IND-UT-117v17-2;IND-UT-117;IND;Industrie;UT;Utilités;Système de récupération de chaleur sur un groupe de production de froid;A17-2;01/10/2015;31/03/2018;1;1;2
IND-UT-117v27-3;IND-UT-117;IND;Industrie;UT;Utilités;Système de récupération de chaleur sur un groupe de production de froid;A27-3;01/04/2018;30/09/2020;1;1;3
IND-UT-117v35-4;IND-UT-117;IND;Industrie;UT;Utilités;Système de récupération de chaleur sur un groupe de production de froid;A35-4;01/10/2020;;1;1;4
IND-UT-118v14-1;IND-UT-118;IND;Industrie;UT;Utilités;Brûleur avec dispositif de récupération de chaleur sur un four industriel;A14-1;01/01/2015;;1;1;1
IND-UT-120v14-1;IND-UT-120;IND;Industrie;UT;Utilités;Compresseur d'air basse pression à vis ou centrifuge;A14-1;01/01/2015;;1;1;1
IND-UT-121v14-1;IND-UT-121;IND;Industrie;UT;Utilités;Matelas pour l'isolation de points singuliers;A14-1;01/01/2015;31/12/2018;1;1;1
IND-UT-121v28-2;IND-UT-121;IND;Industrie;UT;Utilités;Matelas pour l'isolation de points singuliers;A28-2;01/01/2019;31/03/2022;1;1;2
IND-UT-121v40-3;IND-UT-121;IND;Industrie;UT;Utilités;Matelas pour l'isolation de points singuliers;A40-3;01/04/2022;30/09/2023;1;1;3
IND-UT-121v54-4;IND-UT-121;IND;Industrie;UT;Utilités;Matelas pour l'isolation de points singuliers;A54-4;01/10/2023;;1;1;4
IND-UT-122v14-1;IND-UT-122;IND;Industrie;UT;Utilités;Sécheur d'air comprimé à adsorption utilisant un apport calorifique pour sa régénération;A14-1;01/01/2015;;1;1;1
IND-UT-123v14-1;IND-UT-123;IND;Industrie;UT;Utilités;Moteur premium de classe IE3;A14-1;01/01/2015;31/08/2022;1;1;1
IND-UT-124v14-1;IND-UT-124;IND;Industrie;UT;Utilités;Séquenceur électronique pour le pilotage d'une centrale de production d'air comprimé;A14-1;01/01/2015;;1;1;1
IND-UT-125v14-1;IND-UT-125;IND;Industrie;UT;Utilités;Traitement d'eau performant sur chaudière de production de vapeur;A14-1;01/01/2015;;1;1;1
IND-UT-127v14-1;IND-UT-127;IND;Industrie;UT;Utilités;Système de transmission performant;A14-1;01/01/2015;31/12/2014;1;1;1
IND-UT-127v25-2;IND-UT-127;IND;Industrie;UT;Utilités;Système de transmission performant;A25-2;01/01/2015;;1;1;2
IND-UT-129v14-1;IND-UT-129;IND;Industrie;UT;Utilités;Presse à injecter tout électrique ou hybride;A14-1;01/01/2015;31/12/2018;1;1;1
IND-UT-129v28-2;IND-UT-129;IND;Industrie;UT;Utilités;Presse à injecter tout électrique ou hybride;A28-2;01/01/2019;;1;1;2
IND-UT-130v19-1;IND-UT-130;IND;Industrie;UT;Utilités;Condenseur sur les effluents gazeux d'une chaudière de production de vapeur;A19-1;04/01/2016;;1;1;1
IND-UT-131v24-1;IND-UT-131;IND;Industrie;UT;Utilités;Isolation thermique des parois planes ou cylindriques sur des installations industrielles (France métropolitaine);A24-1;23/12/2016;31/03/2020;1;1;1
IND-UT-131v37-2;IND-UT-131;IND;Industrie;UT;Utilités;Isolation thermique des parois planes ou cylindriques sur des installations industrielles (France métropolitaine);A37-2;01/04/2020;;1;1;2
IND-UT-132v26-1;IND-UT-132;IND;Industrie;UT;Utilités;Moteur asynchrone de classe IE4;A26-1;09/08/2017;;1;1;1
IND-UT-133v28-1;IND-UT-133;IND;Industrie;UT;Utilités;Système électronique de pilotage d'un moteur électrique avec récupération d'énergie;A28-1;19/12/2018;;1;1;1
IND-UT-134v28-1;IND-UT-134;IND;Industrie;UT;Utilités;Système de mesurage d'indicateurs de performance énergétique;A28-1;19/12/2018;30/09/2020;1;1;1
IND-UT-134v35-2;IND-UT-134;IND;Industrie;UT;Utilités;Système de mesurage d'indicateurs de performance énergétique;A35-2;01/10/2020;;1;1;2
IND-UT-135v31-1;IND-UT-135;IND;Industrie;UT;Utilités;Freecooling par eau de refroidissement en substitution d'un groupe froid;A31-1;01/09/2019;;1;1;1
IND-UT-136v31-1;IND-UT-136;IND;Industrie;UT;Utilités;Systèmes moto-régulés;A31-1;01/09/2019;;1;1;1
RES-CH-101v16-1;RES-CH-101;RES;Réseaux;CH;Chaleur et Froid;Valorisation de chaleur de récupération en réseau (France métropolitaine);A16-1;01/01/2015;;1;0;1
RES-CH-103v16-1;RES-CH-103;RES;Réseaux;CH;Chaleur et Froid;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment tertiaire;A16-1;01/01/2015;30/09/2020;1;1;1
RES-CH-103v35-2;RES-CH-103;RES;Réseaux;CH;Chaleur et Froid;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment tertiaire;A35-2;01/10/2020;11/10/2020;1;1;2
RES-CH-103v36-3;RES-CH-103;RES;Réseaux;CH;Chaleur et Froid;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment tertiaire;A36-3;12/10/2020;;1;1;3
RES-CH-104v16-1;RES-CH-104;RES;Réseaux;CH;Chaleur et Froid;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment résidentiel;A16-1;01/01/2015;30/09/2020;1;1;1
RES-CH-104v35-2;RES-CH-104;RES;Réseaux;CH;Chaleur et Froid;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment résidentiel;A35-2;01/10/2020;11/10/2020;1;1;2
RES-CH-104v36-3;RES-CH-104;RES;Réseaux;CH;Chaleur et Froid;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment résidentiel;A36-3;12/10/2020;;1;1;3
RES-CH-105v24-1;RES-CH-105;RES;Réseaux;CH;Chaleur et Froid;Passage d'un réseau de chaleur en basse température;A24-1;23/12/2016;30/09/2020;1;1;1
RES-CH-105v35-2;RES-CH-105;RES;Réseaux;CH;Chaleur et Froid;Passage d'un réseau de chaleur en basse température;A35-2;01/10/2020;11/10/2020;1;1;2
RES-CH-105v36-3;RES-CH-105;RES;Réseaux;CH;Chaleur et Froid;Passage d'un réseau de chaleur en basse température;A36-3;12/10/2020;;1;1;3
RES-CH-106v25-1;RES-CH-106;RES;Réseaux;CH;Chaleur et Froid;Mise en place d'un calorifugeage des canalisations d'un réseau de chaleur;A25-1;01/01/2015;31/10/2021;1;1;1
RES-CH-106v38-2;RES-CH-106;RES;Réseaux;CH;Chaleur et Froid;Mise en place d'un calorifugeage des canalisations d'un réseau de chaleur;A38-2;01/11/2021;31/03/2023;1;1;2
RES-CH-106v50-3;RES-CH-106;RES;Réseaux;CH;Chaleur et Froid;Mise en place d'un calorifugeage des canalisations d'un réseau de chaleur;A50-3;01/04/2023;;1;1;3
RES-CH-107v24-1;RES-CH-107;RES;Réseaux;CH;Chaleur et Froid;Isolation de points singuliers sur un réseau de chaleur;A24-1;23/12/2016;30/09/2020;1;1;1
RES-CH-107v35-2;RES-CH-107;RES;Réseaux;CH;Chaleur et Froid;Isolation de points singuliers sur un réseau de chaleur;A35-2;01/10/2020;11/10/2020;1;1;2
RES-CH-107v36-3;RES-CH-107;RES;Réseaux;CH;Chaleur et Froid;Isolation de points singuliers sur un réseau de chaleur;A36-3;12/10/2020;;1;1;3
RES-CH-108v32-1;RES-CH-108;RES;Réseaux;CH;Chaleur et Froid;Récupération de chaleur fatale pour valorisation sur un réseau de chaleur ou vers un tiers (France métropolitaine);A32-1;01/04/2020;19/05/2020;1;0;1
RES-CH-108v34-2;RES-CH-108;RES;Réseaux;CH;Chaleur et Froid;Récupération de chaleur fatale pour valorisation sur un réseau de chaleur ou vers un tiers (France métropolitaine);A34-2;20/05/2020;31/03/2021;1;0;2
RES-CH-108v37-3;RES-CH-108;RES;Réseaux;CH;Chaleur et Froid;Récupération de chaleur fatale pour valorisation sur un réseau de chaleur ou vers un tiers (France métropolitaine);A37-3;01/04/2021;;1;0;3
RES-EC-101v14-1;RES-EC-101;RES;Réseaux;EC;Eclairage;Système de régulation de tension en éclairage extérieur;A14-1;01/01/2015;31/03/2022;1;1;1
RES-EC-102v14-1;RES-EC-102;RES;Réseaux;EC;Eclairage;Système de maîtrise de la puissance réactive en éclairage extérieur;A14-1;01/01/2015;31/03/2022;1;1;1
RES-EC-103v14-1;RES-EC-103;RES;Réseaux;EC;Eclairage;Système de variation de puissance en éclairage extérieur;A14-1;01/01/2015;;1;1;1
RES-EC-104v14-1;RES-EC-104;RES;Réseaux;EC;Eclairage;Rénovation d'éclairage extérieur;A14-1;01/01/2015;;1;1;1
RES-EC-107v14-1;RES-EC-107;RES;Réseaux;EC;Eclairage;Horloge astronomique pour l'éclairage extérieur;A14-1;01/01/2015;31/03/2022;1;1;1
TRA-EQ-101v14-1;TRA-EQ-101;TRA;Transport;EQ;Equipement;Unité de transport intermodal pour le transport combiné rail-route;A14-1;01/01/2015;;1;1;1
TRA-EQ-103v14-1;TRA-EQ-103;TRA;Transport;EQ;Equipement;Télématique embarquée pour le suivi de la conduite d'un véhicule;A14-1;01/01/2015;;1;1;1
TRA-EQ-104v14-1;TRA-EQ-104;TRA;Transport;EQ;Equipement;Lubrifiant économiseur d'énergie pour véhicules légers;A14-1;01/01/2015;;1;1;1
TRA-EQ-106v14-1;TRA-EQ-106;TRA;Transport;EQ;Equipement;Pneus de véhicules légers à basse résistance au roulement;A14-1;01/01/2015;;1;1;1
TRA-EQ-107v17-1;TRA-EQ-107;TRA;Transport;EQ;Equipement;Unité de transport intermodal pour le transport combiné fluvial-route;A17-1;01/01/2015;;1;1;1
TRA-EQ-108v19-1;TRA-EQ-108;TRA;Transport;EQ;Equipement;Wagon d'autoroute ferroviaire;A19-1;01/01/2015;09/10/2016;1;1;1
TRA-EQ-108v23-2;TRA-EQ-108;TRA;Transport;EQ;Equipement;Wagon d'autoroute ferroviaire;A23-2;10/10/2016;08/08/2017;1;1;2
TRA-EQ-108v26-3;TRA-EQ-108;TRA;Transport;EQ;Equipement;Wagon d'autoroute ferroviaire;A26-3;09/08/2017;18/12/2018;1;1;3
TRA-EQ-108v28-4;TRA-EQ-108;TRA;Transport;EQ;Equipement;Wagon d'autoroute ferroviaire;A28-4;19/12/2018;30/01/2020;1;1;4
TRA-EQ-108v32-5;TRA-EQ-108;TRA;Transport;EQ;Equipement;Wagon d'autoroute ferroviaire;A32-5;31/01/2020;31/03/2020;1;1;5
TRA-EQ-108v37-6;TRA-EQ-108;TRA;Transport;EQ;Equipement;Wagon d'autoroute ferroviaire;A37-6;01/04/2020;;1;1;6
TRA-EQ-109v17-1;TRA-EQ-109;TRA;Transport;EQ;Equipement;Barge fluviale;A17-1;01/01/2015;;1;1;1
TRA-EQ-110v19-1;TRA-EQ-110;TRA;Transport;EQ;Equipement;Automoteur fluvial;A19-1;01/01/2015;;1;1;1
TRA-EQ-111v24-1;TRA-EQ-111;TRA;Transport;EQ;Equipement;Groupes frigorifiques autonomes à haute efficacité énergétique pour camions, semi remorques, remorques et caisses mobiles frigorifiques;A24-1;23/12/2016;;1;1;1
TRA-EQ-113v14-1;TRA-EQ-113;TRA;Transport;EQ;Equipement;Lubrifiant économiseur d'énergie pour des véhicules de transport de personnes ou de marchandises;A14-1;01/01/2015;;1;1;1
TRA-EQ-114v16-1;TRA-EQ-114;TRA;Transport;EQ;Equipement;Remplacement de véhicules par des véhicules neufs performants dans une flotte professionnelle;A16-1;01/01/2015;;1;1;1
TRA-EQ-115v14-1;TRA-EQ-115;TRA;Transport;EQ;Equipement;Véhicules de transport de marchandises optimisé;A14-1;01/01/2015;;1;1;1
TRA-EQ-117v16-1;TRA-EQ-117;TRA;Transport;EQ;Equipement;Remplacement de véhicules par des véhicules neufs performants pour les particuliers ou les collectivités;A16-1;01/01/2015;;1;1;1
TRA-EQ-118v15-1;TRA-EQ-118;TRA;Transport;EQ;Equipement;Lubrifiant économiseur d'énergie pour la pêche professionnelle;A15-1;01/01/2015;;1;1;1
TRA-EQ-119v14-1;TRA-EQ-119;TRA;Transport;EQ;Equipement;Optimisation de la combustion et de la propreté des moteurs Diesel;A14-1;01/01/2015;30/09/2015;1;1;1
TRA-EQ-119v17-2;TRA-EQ-119;TRA;Transport;EQ;Equipement;Optimisation de la combustion et de la propreté des moteurs Diesel;A17-2;01/10/2015;;1;1;2
TRA-EQ-120v27-1;TRA-EQ-120;TRA;Transport;EQ;Equipement;Hélice avec tuyère sur une unité de transport fluvial;A27-1;11/01/2018;;1;1;1
TRA-EQ-121v28-1;TRA-EQ-121;TRA;Transport;EQ;Equipement;Vélo à assistance électrique;A28-1;19/12/2018;31/12/2023;1;1;1
TRA-EQ-121v54-2;TRA-EQ-121;TRA;Transport;EQ;Equipement;Vélo à assistance électrique;A54-2;01/01/2024;30/06/2028;1;1;2
TRA-EQ-123v32-1;TRA-EQ-123;TRA;Transport;EQ;Equipement;Simulateur de conduite;A32-1;31/01/2020;31/10/2021;1;1;1
TRA-EQ-123v38-2;TRA-EQ-123;TRA;Transport;EQ;Equipement;Simulateur de conduite;A38-2;01/11/2021;;1;1;2
TRA-EQ-124v35-1;TRA-EQ-124;TRA;Transport;EQ;Equipement;Branchement électrique des navires et bateaux à quai;A35-1;03/08/2020;;1;1;1
TRA-EQ-125v38-1;TRA-EQ-125;TRA;Transport;EQ;Equipement;« Stop & Start » pour véhicules ferroviaires;A38-1;31/07/2021;31/03/2022;1;1;1
TRA-EQ-125v40-2;TRA-EQ-125;TRA;Transport;EQ;Equipement;« Stop & Start » pour véhicules ferroviaires;A40-2;01/04/2022;;1;1;2
TRA-EQ-126v43-1;TRA-EQ-126;TRA;Transport;EQ;Equipement;Remotorisation en propulsion électrique ou hybride d'un bateau naviguant en eaux intérieures;A43-1;23/02/2022;;1;1;1
TRA-EQ-127v54-1;TRA-EQ-127;TRA;Transport;EQ;Equipement;Acquisition d'un bateau neuf à propulsion électrique ou hybride, naviguant en eaux intérieures;A54-1;30/09/2023;30/06/2028;1;1;1
TRA-SE-101v14-1;TRA-SE-101;TRA;Transport;SE;Service;Formation d'un chauffeur de transport à la conduite économe;A14-1;01/01/2015;;1;1;1
TRA-SE-102v14-1;TRA-SE-102;TRA;Transport;SE;Service;Formation d'un chauffeur de véhicule léger à la conduite économe;A14-1;01/01/2015;;1;1;1
TRA-SE-104v14-1;TRA-SE-104;TRA;Transport;SE;Service;Station de gonflage des pneumatiques;A14-1;01/01/2015;;1;1;1
TRA-SE-105v14-1;TRA-SE-105;TRA;Transport;SE;Service;Recreusage des pneumatiques;A14-1;01/01/2015;;1;1;1
TRA-SE-106v17-1;TRA-SE-106;TRA;Transport;SE;Service;Mesure et optimisation des consommations de carburant pour une unité de transport fluvial;A17-1;01/01/2015;31/12/2014;1;1;1
TRA-SE-106v19-2;TRA-SE-106;TRA;Transport;SE;Service;Mesure et optimisation des consommations de carburant pour une unité de transport fluvial;A19-2;01/01/2015;;1;1;2
TRA-SE-107v19-1;TRA-SE-107;TRA;Transport;SE;Service;Carénage sur une unité de transport fluvial;A19-1;01/01/2015;;1;1;1
TRA-SE-108v14-1;TRA-SE-108;TRA;Transport;SE;Service;Gestion externalisée de la globalité du poste pneumatique (Véhicules de transport de marchandises);A14-1;01/01/2015;;1;1;1
TRA-SE-109v14-1;TRA-SE-109;TRA;Transport;SE;Service;Gestion externalisée de la globalité du poste pneumatique (Véhicules de transport de personnes);A14-1;01/01/2015;;1;1;1
TRA-SE-110v14-1;TRA-SE-110;TRA;Transport;SE;Service;Gestion optimisée de la globalité du poste pneumatique (Véhicules de transport de marchandises);A14-1;01/01/2015;;1;1;1
TRA-SE-111v14-1;TRA-SE-111;TRA;Transport;SE;Service;Gestion optimisée de la globalité du poste pneumatique (Véhicules de transport de personnes);A14-1;01/01/2015;;1;1;1
TRA-SE-112v15-1;TRA-SE-112;TRA;Transport;SE;Service;Service d'autopartage en boucle;A15-1;01/01/2015;;1;1;1
TRA-SE-113v14-1;TRA-SE-113;TRA;Transport;SE;Service;Suivi des consommations de carburants grâce à des cartes privatives;A14-1;01/01/2015;;1;1;1
TRA-SE-114v47-1;TRA-SE-114;TRA;Transport;SE;Service;Covoiturage de longue distance;A47-1;01/01/2023;;1;1;1
TRA-SE-115v47-1;TRA-SE-115;TRA;Transport;SE;Service;Covoiturage de courte distance;A47-1;01/01/2023;;1;1;1
TRA-SE-116v49-1;TRA-SE-116;TRA;Transport;SE;Service;Fret ferroviaire;A49-1;29/10/2022;31/12/2023;1;1;1
TRA-SE-116v54-2;TRA-SE-116;TRA;Transport;SE;Service;Fret ferroviaire;A54-2;01/01/2024;30/06/2028;1;1;2
